station	valid	tmpf	dwpf	relh	drct	sknt	p01i	alti	mslp	vsby	gust	skyc1	skyc2	skyc3	skyc4	skyl1	skyl2	skyl3	skyl4	wxcodes	ice_accretion_1hr	ice_accretion_3hr	ice_accretion_6hr	peak_wind_gust	peak_wind_drct	peak_wind_time	feel	metar	snowdepth
JRB	2019-01-04 17:56	45.00	30.90	57.50	250.00	14.00	0.00	29.94	1013.90	10.00	null	CLR	null	null	null	null	null	null	null	null	null	null	null	null	null	null	37.92	KJRB 041756Z AUTO 25014KT 10SM CLR 07/M01 A2994 RMK AO2 SLP139 T00721006 10072 20017 58029	null
JRB	2019-01-04 18:56	45.00	32.00	60.11	250.00	12.00	0.00	29.93	1013.40	10.00	null	CLR	null	null	null	null	null	null	null	null	null	null	null	null	null	null	38.55	KJRB 041856Z AUTO 25012KT 10SM CLR 07/00 A2993 RMK AO2 SLP134 T00720000	null
JRB	2019-01-04 19:56	45.00	33.10	62.83	250.00	9.00	0.00	29.92	1013.20	10.00	null	CLR	null	null	null	null	null	null	null	null	null	null	null	null	null	null	39.68	KJRB 041956Z AUTO 25009KT 10SM CLR 07/01 A2992 RMK AO2 SLP132 T00720006	null
JRB	2019-01-04 20:56	45.00	34.00	65.13	230.00	8.00	0.00	29.91	1012.80	10.00	null	CLR	null	null	null	null	null	null	null	null	null	null	null	29.00	280.00	2019-01-04 20:09	40.13	KJRB 042056Z AUTO 23008KT 10SM CLR 07/01 A2991 RMK AO2 PK WND 28029/2009 SLP128 T00720011 56011	null
JRB	2019-01-04 21:56	45.00	34.00	65.13	250.00	8.00	0.00	29.91	1012.80	10.00	null	CLR	null	null	null	null	null	null	null	null	null	null	null	null	null	null	40.13	KJRB 042156Z AUTO 25008KT 10SM CLR 07/01 A2991 RMK AO2 SLP128 T00720011	null
JRB	2019-01-04 22:56	44.10	36.00	72.99	240.00	7.00	0.00	29.90	1012.50	10.00	null	CLR	null	null	null	null	null	null	null	null	null	null	null	null	null	null	39.53	KJRB 042256Z AUTO 24007KT 10SM CLR 07/02 A2990 RMK AO2 SLP125 T00670022	null
JRB	2019-01-04 23:56	44.10	37.00	75.93	240.00	6.00	0.00	29.89	1012.00	10.00	null	CLR	null	null	null	null	null	null	null	null	null	null	null	null	null	null	40.10	KJRB 042356Z AUTO 24006KT 10SM CLR 07/03 A2989 RMK AO2 SLP120 T00670028 10078 20067 58007	null
JRB	2019-01-05 00:56	44.10	37.90	78.66	260.00	5.00	0.00	29.88	1011.80	10.00	null	CLR	null	null	null	null	null	null	null	null	null	null	null	null	null	null	40.77	KJRB 050056Z AUTO 26005KT 10SM CLR 07/03 A2988 RMK AO2 SLP118 T00670033	null
JRB	2019-01-05 01:56	44.10	37.90	78.66	290.00	4.00	0.00	29.86	1011.20	10.00	null	SCT	null	null	null	2700.00	null	null	null	null	null	null	null	null	null	null	41.55	KJRB 050156Z AUTO 29004KT 10SM SCT027 07/03 A2986 RMK AO2 SLP112 T00670033	null
JRB	2019-01-05 02:56	45.00	37.90	76.01	0.00	0.00	0.00	29.82	1009.90	10.00	null	CLR	null	null	null	null	null	null	null	null	null	null	null	null	null	null	45.00	KJRB 050256Z AUTO 00000KT 10SM CLR 07/03 A2982 RMK AO2 SLP099 T00720033 58021	null
JRB	2019-01-05 03:56	45.00	37.90	76.01	0.00	0.00	0.00	29.81	1009.40	10.00	null	FEW	OVC	null	null	2800.00	5000.00	null	null	null	null	null	null	null	null	null	45.00	KJRB 050356Z AUTO 00000KT 10SM FEW028 OVC050 07/03 A2981 RMK AO2 SLP094 T00720033	null
JRB	2019-01-05 04:56	46.00	37.90	73.18	0.00	0.00	0.00	29.77	1008.10	10.00	null	OVC	null	null	null	3600.00	null	null	null	null	null	null	null	null	null	null	46.00	KJRB 050456Z AUTO 00000KT 10SM OVC036 08/03 A2977 RMK AO2 SLP081 T00780033 400780017	null
JRB	2019-01-05 05:56	45.00	41.00	85.77	30.00	4.00	null	29.73	1006.80	7.00	null	BKN	OVC	null	null	2400.00	3400.00	null	null	-RA	null	null	null	null	null	null	42.60	KJRB 050556Z AUTO 03004KT 7SM -RA BKN024 OVC034 07/05 A2973 RMK AO2 RAB12 SLP068 P0000 60000 T00720050 10078 20067 58031	null
JRB	2019-01-05 06:56	45.00	43.00	92.65	40.00	5.00	0.04	29.71	1006.20	4.00	null	OVC	null	null	null	800.00	null	null	null	-RA BR	null	null	null	null	null	null	41.83	KJRB 050656Z AUTO 04005KT 4SM -RA BR OVC008 07/06 A2971 RMK AO2 CIG 006V013 SLP062 P0004 T00720061	null
JRB	2019-01-05 07:56	44.10	43.00	95.88	40.00	7.00	0.04	29.68	1005.20	5.00	null	OVC	null	null	null	600.00	null	null	null	-RA BR	null	null	null	null	null	null	39.53	KJRB 050756Z AUTO 04007KT 5SM -RA BR OVC006 07/06 A2968 RMK AO2 SLP052 P0004 T00670061	null
JRB	2019-01-05 08:56	44.10	42.10	92.62	30.00	6.00	null	29.65	1003.90	7.00	null	OVC	null	null	null	600.00	null	null	null	-RA	null	null	null	null	null	null	40.10	KJRB 050856Z AUTO 03006KT 7SM -RA OVC006 07/06 A2965 RMK AO2 RAE0758B37 SLP039 P0000 60008 T00670056 58028	null
JRB	2019-01-05 09:56	44.10	42.10	92.62	30.00	10.00	0.02	29.60	1002.30	10.00	null	BKN	OVC	null	null	600.00	2100.00	null	null	-RA	null	null	null	null	null	null	38.14	KJRB 050956Z AUTO 03010KT 10SM -RA BKN006 OVC021 07/06 A2960 RMK AO2 RAE27B45 SLP023 P0002 T00670056	null
JRB	2019-01-05 10:56	44.10	42.10	92.62	30.00	9.00	null	29.56	1001.10	5.00	null	OVC	null	null	null	600.00	null	null	null	BR	null	null	null	null	null	null	38.56	KJRB 051056Z AUTO 03009KT 5SM BR OVC006 07/06 A2956 RMK AO2 RAE01 SLP011 P0000 T00670056	null
JRB	2019-01-05 11:56	44.10	42.10	92.62	40.00	11.00	0.00	29.55	1000.60	6.00	null	OVC	null	null	null	600.00	null	null	null	BR	null	null	null	null	null	null	37.76	KJRB 051156Z AUTO 04011KT 6SM BR OVC006 07/06 A2955 RMK AO2 SLP006 60010 70010 T00670056 10072 20061 56034	null
JRB	2019-01-05 12:56	44.10	43.00	95.88	40.00	12.00	null	29.53	999.90	3.00	null	OVC	null	null	null	400.00	null	null	null	BR	null	null	null	null	null	null	37.40	KJRB 051256Z AUTO 04012KT 3SM BR OVC004 07/06 A2953 RMK AO2 RAB43E56 SLP999 P0000 T00670061	null
JRB	2019-01-05 13:56	44.10	43.00	95.88	30.00	15.00	0.01	29.50	999.00	10.00	21.00	OVC	null	null	null	600.00	null	null	null	null	null	null	null	null	null	null	36.47	KJRB 051356Z AUTO 03015G21KT 10SM OVC006 07/06 A2950 RMK AO2 RAB20E54 SLP990 P0001 T00670061	null
JRB	2019-01-05 14:56	45.00	43.00	92.65	30.00	13.00	0.00	29.48	998.30	10.00	22.00	OVC	null	null	null	600.00	null	null	null	null	null	null	null	null	null	null	38.22	KJRB 051456Z AUTO 03013G22KT 10SM OVC006 07/06 A2948 RMK AO2 SLP983 60001 T00720061 56016	null
JRB	2019-01-05 15:56	45.00	43.00	92.65	30.00	16.00	null	29.44	997.00	10.00	26.00	OVC	null	null	null	600.00	null	null	null	-RA	null	null	null	26.00	30.00	2019-01-05 15:51	37.36	KJRB 051556Z AUTO 03016G26KT 10SM -RA OVC006 07/06 A2944 RMK AO2 PK WND 03026/1551 RAB43 SLP970 P0000 T00720061	null
JRB	2019-01-05 16:56	46.00	44.10	93.03	30.00	12.00	0.01	29.42	996.20	5.00	19.00	OVC	null	null	null	1000.00	null	null	null	-RA BR	null	null	null	28.00	40.00	2019-01-05 15:58	39.82	KJRB 051656Z AUTO 03012G19KT 5SM -RA BR OVC010 08/07 A2942 RMK AO2 PK WND 04028/1558 SLP962 P0001 T00780067	null
JRB	2019-01-05 17:56	46.00	44.10	93.03	30.00	9.00	null	29.39	995.30	9.00	18.00	OVC	null	null	null	1000.00	null	null	null	null	null	null	null	null	null	null	40.92	KJRB 051756Z AUTO 03009G18KT 9SM OVC010 08/07 A2939 RMK AO2 RAE36 SLP953 P0000 60002 T00780067 10083 20067 58017	null
JRB	2019-01-05 18:56	46.00	44.10	93.03	null	5.00	0.00	29.41	995.80	10.00	null	OVC	null	null	null	1000.00	null	null	null	null	null	null	null	null	null	null	43.02	KJRB 051856Z AUTO VRB05KT 10SM OVC010 08/07 A2941 RMK AO2 SLP958 T00780067	null
JRB	2019-01-05 19:56	46.00	43.00	89.20	null	4.00	0.00	29.43	996.70	10.00	null	OVC	null	null	null	1200.00	null	null	null	null	null	null	null	null	null	null	43.77	KJRB 051956Z AUTO VRB04KT 10SM OVC012 08/06 A2943 RMK AO2 SLP967 T00780061	null
JRB	2019-01-05 20:56	46.00	43.00	89.20	null	3.00	0.03	29.49	998.40	10.00	null	OVC	null	null	null	1000.00	null	null	null	null	null	null	null	null	null	null	44.69	KJRB 052056Z AUTO VRB03KT 10SM OVC010 08/06 A2949 RMK AO2 RAB04E53 SLP984 P0003 60003 T00780061 53031	null
JRB	2019-01-05 21:56	45.00	43.00	92.65	280.00	3.00	0.02	29.54	1000.20	3.00	null	OVC	null	null	null	800.00	null	null	null	-RA BR	null	null	null	null	null	null	43.55	KJRB 052156Z AUTO 28003KT 3SM -RA BR OVC008 07/06 A2954 RMK AO2 RAB07 SLP002 P0002 T00720061	null
JRB	2019-01-05 22:56	45.00	43.00	92.65	null	4.00	0.02	29.58	1001.60	9.00	null	BKN	BKN	OVC	null	800.00	1300.00	4100.00	null	null	null	null	null	null	null	null	42.60	KJRB 052256Z AUTO VRB04KT 9SM BKN008 BKN013 OVC041 07/06 A2958 RMK AO2 RAE33 CIG 007V012 SLP016 P0002 T00720061	null
JRB	2019-01-05 23:56	45.00	43.00	92.65	null	3.00	0.00	29.62	1003.10	10.00	null	FEW	OVC	null	null	1300.00	2000.00	null	null	null	null	null	null	null	null	null	43.55	KJRB 052356Z AUTO VRB03KT 10SM FEW013 OVC020 07/06 A2962 RMK AO2 SLP031 60007 T00720061 10078 20067 53030	null
JRB	2019-01-06 00:56	45.00	42.10	89.49	260.00	3.00	0.00	29.65	1004.10	10.00	null	SCT	null	null	null	3500.00	null	null	null	null	null	null	null	null	null	null	43.55	KJRB 060056Z AUTO 26003KT 10SM SCT035 07/06 A2965 RMK AO2 SLP041 T00720056	null
JRB	2019-01-06 01:56	44.10	39.90	85.06	null	4.00	0.00	29.67	1004.80	10.00	null	CLR	null	null	null	null	null	null	null	null	null	null	null	null	null	null	41.55	KJRB 060156Z AUTO VRB04KT 10SM CLR 07/04 A2967 RMK AO2 SLP048 T00670044	null
JRB	2019-01-06 02:56	44.10	37.90	78.66	null	4.00	0.00	29.69	1005.50	10.00	null	CLR	null	null	null	null	null	null	null	null	null	null	null	null	null	null	41.55	KJRB 060256Z AUTO VRB04KT 10SM CLR 07/03 A2969 RMK AO2 SLP055 T00670033 51024	null
JRB	2019-01-06 03:56	43.00	36.00	76.12	null	3.00	0.00	29.72	1006.20	10.00	null	CLR	null	null	null	null	null	null	null	null	null	null	null	null	null	null	41.26	KJRB 060356Z AUTO VRB03KT 10SM CLR 06/02 A2972 RMK AO2 SLP062 T00610022	null
JRB	2019-01-06 04:56	42.10	34.00	72.78	null	3.00	0.00	29.74	1007.00	10.00	null	CLR	null	null	null	null	null	null	null	null	null	null	null	null	null	null	40.23	KJRB 060456Z AUTO VRB03KT 10SM CLR 06/01 A2974 RMK AO2 SLP070 T00560011 400830056	null
JRB	2019-01-06 05:56	41.00	32.00	70.08	260.00	5.00	0.00	29.75	1007.50	10.00	null	CLR	null	null	null	null	null	null	null	null	null	null	null	null	null	null	37.08	KJRB 060556Z AUTO 26005KT 10SM CLR 05/00 A2975 RMK AO2 SLP075 T00500000 10072 20050 51020	null
JRB	2019-01-06 06:56	41.00	32.00	70.08	null	3.00	0.00	29.78	1008.50	10.00	null	CLR	null	null	null	null	null	null	null	null	null	null	null	null	null	null	38.98	KJRB 060656Z AUTO VRB03KT 10SM CLR 05/00 A2978 RMK AO2 SLP085 T00500000	null
JRB	2019-01-06 07:56	41.00	32.00	70.08	250.00	6.00	0.00	29.80	1009.20	10.00	null	CLR	null	null	null	null	null	null	null	null	null	null	null	null	null	null	36.37	KJRB 060756Z AUTO 25006KT 10SM CLR 05/00 A2980 RMK AO2 SLP092 T00500000	null
JRB	2019-01-06 08:56	41.00	33.10	73.25	null	4.00	0.00	29.80	1009.10	10.00	null	CLR	null	null	null	null	null	null	null	null	null	null	null	null	null	null	37.93	KJRB 060856Z AUTO VRB04KT 10SM CLR 05/01 A2980 RMK AO2 SLP091 T00500006 50016	null
JRB	2019-01-06 09:56	42.10	34.00	72.78	null	6.00	0.00	29.81	1009.40	10.00	null	OVC	null	null	null	3600.00	null	null	null	null	null	null	null	null	null	null	37.69	KJRB 060956Z AUTO VRB06KT 10SM OVC036 06/01 A2981 RMK AO2 SLP094 T00560011	null
JRB	2019-01-06 10:56	44.10	35.10	70.43	270.00	4.00	0.00	29.81	1009.50	10.00	null	OVC	null	null	null	4200.00	null	null	null	null	null	null	null	null	null	null	41.55	KJRB 061056Z AUTO 27004KT 10SM OVC042 07/02 A2981 RMK AO2 SLP095 T00670017	null
JRB	2019-01-06 11:56	44.10	36.00	72.99	270.00	7.00	0.00	29.83	1010.10	10.00	null	OVC	null	null	null	4400.00	null	null	null	null	null	null	null	null	null	null	39.53	KJRB 061156Z AUTO 27007KT 10SM OVC044 07/02 A2983 RMK AO2 SLP101 70009 T00670022 10067 20050 53010	null
JRB	2019-01-06 12:56	44.10	37.00	75.93	270.00	10.00	0.00	29.85	1010.90	10.00	null	OVC	null	null	null	4800.00	null	null	null	null	null	null	null	null	null	null	38.14	KJRB 061256Z AUTO 27010KT 10SM OVC048 07/03 A2985 RMK AO2 SLP109 T00670028	null
JRB	2019-01-06 13:56	45.00	37.90	76.01	270.00	7.00	0.00	29.88	1011.90	10.00	null	OVC	null	null	null	4300.00	null	null	null	null	null	null	null	null	null	null	40.63	KJRB 061356Z AUTO 27007KT 230V300 10SM OVC043 07/03 A2988 RMK AO2 SLP119 T00720033	null
JRB	2019-01-06 14:56	45.00	37.00	73.37	260.00	8.00	0.00	29.91	1012.90	10.00	null	OVC	null	null	null	5000.00	null	null	null	null	null	null	null	null	null	null	40.13	KJRB 061456Z AUTO 26008KT 10SM OVC050 07/03 A2991 RMK AO2 SLP129 T00720028 53028	null
JRB	2019-01-06 15:56	46.90	37.00	68.27	null	6.00	0.00	29.90	1012.60	10.00	null	BKN	OVC	null	null	4900.00	6000.00	null	null	null	null	null	null	null	null	null	43.48	KJRB 061556Z AUTO VRB06KT 10SM BKN049 OVC060 08/03 A2990 RMK AO2 SLP126 T00830028	null
JRB	2019-01-06 16:56	48.00	34.00	58.16	null	5.00	0.00	29.90	1012.60	10.00	null	BKN	OVC	null	null	4900.00	6000.00	null	null	null	null	null	null	null	null	null	45.40	KJRB 061656Z AUTO VRB05KT 10SM BKN049 OVC060 09/01 A2990 RMK AO2 SLP126 T00890011	null
JRB	2019-01-06 17:56	50.00	30.00	45.93	null	3.00	0.00	29.91	1012.90	10.00	null	SCT	BKN	BKN	null	4700.00	6000.00	7000.00	null	null	null	null	null	null	null	null	49.27	KJRB 061756Z AUTO VRB03KT 10SM SCT047 BKN060 BKN070 10/M01 A2991 RMK AO2 SLP129 T01001011 10106 20067 55000	null
JRB	2019-01-06 18:56	48.90	27.00	42.32	null	5.00	0.00	29.93	1013.60	10.00	null	BKN	null	null	null	6500.00	null	null	null	null	null	null	null	null	null	null	46.47	KJRB 061856Z AUTO VRB05KT 10SM BKN065 09/M03 A2993 RMK AO2 SLP136 T00941028	null
JRB	2019-01-06 19:56	48.90	25.00	38.95	null	4.00	0.00	29.98	1015.30	10.00	null	BKN	null	null	null	6000.00	null	null	null	null	null	null	null	null	null	null	47.16	KJRB 061956Z AUTO VRB04KT 10SM BKN060 09/M04 A2998 RMK AO2 SLP153 T00941039	null
JRB	2019-01-06 20:56	46.90	24.10	40.44	null	4.00	0.00	30.02	1016.60	10.00	null	BKN	null	null	null	6000.00	null	null	null	null	null	null	null	null	null	null	44.82	KJRB 062056Z AUTO VRB04KT 10SM BKN060 08/M04 A3002 RMK AO2 SLP166 T00831044 53037	null
JRB	2019-01-06 21:56	45.00	24.10	43.46	null	4.00	0.00	30.06	1018.00	10.00	null	BKN	null	null	null	6000.00	null	null	null	null	null	null	null	null	null	null	42.60	KJRB 062156Z AUTO VRB04KT 10SM BKN060 07/M04 A3006 RMK AO2 SLP180 T00721044	null
JRB	2019-01-06 22:56	42.10	24.10	48.56	null	6.00	0.00	30.12	1019.90	10.00	null	SCT	null	null	null	5500.00	null	null	null	null	null	null	null	null	null	null	37.69	KJRB 062256Z AUTO VRB06KT 10SM SCT055 06/M04 A3012 RMK AO2 SLP199 T00561044	null
JRB	2019-01-06 23:56	39.90	21.00	46.41	0.00	0.00	0.00	30.16	1021.40	10.00	null	SCT	null	null	null	6000.00	null	null	null	null	null	null	null	null	null	null	39.90	KJRB 062356Z AUTO 00000KT 10SM SCT060 04/M06 A3016 RMK AO2 SLP214 T00441061 10111 20044 53048	null
JRB	2019-01-07 00:56	39.00	21.90	49.93	null	5.00	0.00	30.20	1022.80	10.00	null	BKN	null	null	null	5000.00	null	null	null	null	null	null	null	null	null	null	34.71	KJRB 070056Z AUTO VRB05KT 10SM BKN050 04/M06 A3020 RMK AO2 SLP228 T00391056	null
JRB	2019-01-07 01:56	37.90	19.00	46.08	null	4.00	0.00	30.23	1023.70	10.00	null	FEW	null	null	null	5000.00	null	null	null	null	null	null	null	null	null	null	34.31	KJRB 070156Z AUTO VRB04KT 10SM FEW050 03/M07 A3023 RMK AO2 SLP237 T00331072	null
JRB	2019-01-07 02:56	36.00	19.00	49.66	180.00	5.00	0.00	30.26	1024.70	10.00	null	FEW	null	null	null	5000.00	null	null	null	null	null	null	null	null	null	null	31.15	KJRB 070256Z AUTO 18005KT 10SM FEW050 02/M07 A3026 RMK AO2 PRESRR SLP247 T00221072 51033 FZRANO	null
JRB	2019-01-07 03:56	35.10	17.10	47.43	0.00	0.00	0.00	30.28	1025.20	10.00	null	CLR	null	null	null	null	null	null	null	null	null	null	null	null	null	null	35.10	KJRB 070356Z AUTO 00000KT 10SM CLR 02/M08 A3028 RMK AO2 SLP252 T00171083 FZRANO	null
JRB	2019-01-07 04:56	33.10	17.10	51.37	null	6.00	0.00	30.31	1026.50	10.00	null	CLR	null	null	null	null	null	null	null	null	null	null	null	null	null	null	26.86	KJRB 070456Z AUTO VRB06KT 10SM CLR 01/M08 A3031 RMK AO2 SLP265 T00061083 401110006 FZRANO	null
JRB	2019-01-07 05:56	32.00	16.00	51.20	null	3.00	0.00	30.35	1027.60	10.00	null	CLR	null	null	null	null	null	null	null	null	null	null	null	null	null	null	28.69	KJRB 070556Z AUTO VRB03KT 10SM CLR 00/M09 A3035 RMK AO2 SLP276 T00001089 10044 20000 53029 FZRANO	null
JRB	2019-01-07 06:56	30.90	16.00	53.53	null	6.00	0.00	30.37	1028.50	10.00	null	CLR	null	null	null	null	null	null	null	null	null	null	null	null	null	null	24.21	KJRB 070656Z AUTO VRB06KT 10SM CLR M01/M09 A3037 RMK AO2 SLP285 T10061089 FZRANO	null
JRB	2019-01-07 07:56	30.00	14.00	50.88	null	5.00	0.00	30.40	1029.40	10.00	null	CLR	null	null	null	null	null	null	null	null	null	null	null	null	null	null	24.02	KJRB 070756Z AUTO VRB05KT 10SM CLR M01/M10 A3040 RMK AO2 SLP294 T10111100 FZRANO	null
JRB	2019-01-07 08:56	30.00	12.90	48.48	280.00	5.00	0.00	30.41	1029.60	10.00	null	CLR	null	null	null	null	null	null	null	null	null	null	null	null	null	null	24.02	KJRB 070856Z AUTO 28005KT 10SM CLR M01/M11 A3041 RMK AO2 SLP296 T10111106 51020 FZRANO	null
JRB	2019-01-07 09:56	28.90	14.00	53.21	null	3.00	0.00	30.42	1030.00	10.00	null	CLR	null	null	null	null	null	null	null	null	null	null	null	null	null	null	25.14	KJRB 070956Z AUTO VRB03KT 10SM CLR M02/M10 A3042 RMK AO2 SLP300 T10171100 FZRANO	null
JRB	2019-01-07 10:56	28.90	16.00	58.06	null	4.00	0.00	30.45	1031.00	10.00	null	CLR	null	null	null	null	null	null	null	null	null	null	null	null	null	null	23.80	KJRB 071056Z AUTO VRB04KT 10SM CLR M02/M09 A3045 RMK AO2 SLP310 T10171089 FZRANO	null
JRB	2019-01-07 11:56	28.00	16.00	60.25	null	4.00	0.00	30.49	1032.30	10.00	null	CLR	null	null	null	null	null	null	null	null	null	null	null	null	null	null	22.75	KJRB 071156Z AUTO VRB04KT 10SM CLR M02/M09 A3049 RMK AO2 SLP323 T10221089 10000 21022 53027 FZRANO	null
JRB	2019-01-07 12:56	28.90	18.00	63.31	50.00	8.00	0.00	30.51	1033.00	10.00	null	CLR	null	null	null	null	null	null	null	null	null	null	null	null	null	null	20.29	KJRB 071256Z AUTO 05008KT 10SM CLR M02/M08 A3051 RMK AO2 SLP330 T10171078 FZRANO	null
JRB	2019-01-07 13:56	28.90	16.00	58.06	null	6.00	0.00	30.54	1034.20	10.00	null	CLR	null	null	null	null	null	null	null	null	null	null	null	null	null	null	21.80	KJRB 071356Z AUTO VRB06KT 10SM CLR M02/M09 A3054 RMK AO2 SLP342 T10171089 FZRANO	null
JRB	2019-01-07 14:56	30.00	17.10	58.23	null	4.00	0.00	30.55	1034.60	10.00	null	CLR	null	null	null	null	null	null	null	null	null	null	null	26.00	280.00	2019-01-07 14:21	25.08	KJRB 071456Z AUTO VRB04KT 10SM CLR M01/M08 A3055 RMK AO2 PK WND 28026/1421 SLP346 T10111083 51023 FZRANO	null
JRB	2019-01-07 15:56	32.00	18.00	55.82	null	6.00	0.00	30.51	1033.20	10.00	null	CLR	null	null	null	null	null	null	null	null	null	null	null	26.00	280.00	2019-01-07 15:22	25.53	KJRB 071556Z AUTO VRB06KT 10SM CLR 00/M08 A3051 RMK AO2 PK WND 28026/1522 SLP332 T00001078 FZRANO	null
JRB	2019-01-07 16:56	34.00	12.00	39.65	null	4.00	0.00	30.47	1031.60	10.00	null	CLR	null	null	null	null	null	null	null	null	null	null	null	null	null	null	29.76	KJRB 071656Z AUTO VRB04KT 10SM CLR 01/M11 A3047 RMK AO2 SLP316 T00111111 FZRANO	null
JRB	2019-01-07 17:56	35.10	10.00	34.72	70.00	8.00	0.00	30.45	1031.20	10.00	null	CLR	null	null	null	null	null	null	null	null	null	null	null	null	null	null	27.93	KJRB 071756Z AUTO 07008KT 040V100 10SM CLR 02/M12 A3045 RMK AO2 SLP312 T00171122 10022 21022 56034 FZRANO	null
JRB	2019-01-07 18:56	36.00	10.90	34.87	null	5.00	0.00	30.44	1030.70	10.00	null	CLR	null	null	null	null	null	null	null	null	null	null	null	null	null	null	31.15	KJRB 071856Z AUTO VRB05KT 10SM CLR 02/M12 A3044 RMK AO2 SLP307 T00221117 FZRANO	null
JRB	2019-01-07 19:56	35.10	8.10	31.88	null	5.00	0.00	30.45	1031.00	10.00	null	CLR	null	null	null	null	null	null	null	null	null	null	null	null	null	null	30.08	KJRB 071956Z AUTO VRB05KT 10SM CLR 02/M13 A3045 RMK AO2 SLP310 T00171133 FZRANO	null
JRB	2019-01-07 20:56	34.00	10.00	36.27	90.00	5.00	0.00	30.43	1030.40	10.00	null	SCT	null	null	null	12000.00	null	null	null	null	null	null	null	null	null	null	28.77	KJRB 072056Z AUTO 09005KT 10SM SCT120 01/M12 A3043 RMK AO2 SLP304 T00111122 58008 FZRANO	null
JRB	2019-01-07 21:56	34.00	9.00	34.69	0.00	0.00	0.00	30.42	1030.10	10.00	null	OVC	null	null	null	12000.00	null	null	null	null	null	null	null	null	null	null	34.00	KJRB 072156Z AUTO 00000KT 10SM OVC120 01/M13 A3042 RMK AO2 SLP301 T00111128 FZRANO	null
JRB	2019-01-07 22:56	34.00	12.00	39.65	60.00	5.00	0.00	30.41	1029.80	10.00	null	OVC	null	null	null	9000.00	null	null	null	null	null	null	null	null	null	null	28.77	KJRB 072256Z AUTO 06005KT 10SM OVC090 01/M11 A3041 RMK AO2 SLP298 T00111111 FZRANO	null
JRB	2019-01-07 23:56	34.00	10.00	36.27	170.00	3.00	0.00	30.40	1029.40	10.00	null	FEW	BKN	null	null	8000.00	10000.00	null	null	null	null	null	null	null	null	null	30.97	KJRB 072356Z AUTO 17003KT 10SM FEW080 BKN100 01/M12 A3040 RMK AO2 SLP294 T00111122 10028 20011 58010 FZRANO	null
JRB	2019-01-08 00:56	33.10	12.90	42.77	160.00	6.00	0.00	30.37	1028.40	10.00	null	BKN	null	null	null	11000.00	null	null	null	null	null	null	null	null	null	null	26.86	KJRB 080056Z AUTO 16006KT 10SM BKN110 01/M11 A3037 RMK AO2 PRESFR SLP284 T00061106 FZRANO	null
JRB	2019-01-08 01:56	34.00	16.00	47.25	150.00	7.00	0.00	30.38	1028.80	10.00	null	SCT	null	null	null	6000.00	null	null	null	null	null	null	null	null	null	null	27.22	KJRB 080156Z AUTO 15007KT 10SM SCT060 01/M09 A3038 RMK AO2 SLP288 T00111089 FZRANO	null
JRB	2019-01-08 02:56	35.10	19.00	51.47	170.00	5.00	0.00	30.35	1027.80	10.00	null	CLR	null	null	null	null	null	null	null	null	null	null	null	null	null	null	30.08	KJRB 080256Z AUTO 17005KT 10SM CLR 02/M07 A3035 RMK AO2 SLP278 T00171072 56016 FZRANO	null
JRB	2019-01-08 03:56	35.10	21.00	56.05	190.00	8.00	0.00	30.30	1026.20	10.00	null	BKN	null	null	null	7000.00	null	null	null	null	null	null	null	null	null	null	27.93	KJRB 080356Z AUTO 19008KT 10SM BKN070 02/M06 A3030 RMK AO2 SLP262 T00171061 FZRANO	null
JRB	2019-01-08 04:56	36.00	25.00	63.98	170.00	8.00	0.00	30.28	1025.20	10.00	null	OVC	null	null	null	7000.00	null	null	null	null	null	null	null	null	null	null	29.04	KJRB 080456Z AUTO 17008KT 10SM OVC070 02/M04 A3028 RMK AO2 SLP252 T00221039 400281022 FZRANO	null
JRB	2019-01-08 05:56	37.00	25.00	61.50	null	3.00	0.00	30.28	1025.30	10.00	null	FEW	SCT	null	null	5500.00	12000.00	null	null	null	null	null	null	null	null	null	34.40	KJRB 080556Z AUTO VRB03KT 10SM FEW055 SCT120 03/M04 A3028 RMK AO2 SLP253 T00281039 10028 20006 55024	null
JRB	2019-01-08 06:56	37.00	25.00	61.50	0.00	0.00	0.00	30.30	1025.90	10.00	null	FEW	OVC	null	null	2800.00	6000.00	null	null	null	null	null	null	null	null	null	37.00	KJRB 080656Z AUTO 00000KT 10SM FEW028 OVC060 03/M04 A3030 RMK AO2 SLP259 T00281039	null
JRB	2019-01-08 07:56	37.90	28.90	69.73	0.00	0.00	null	30.23	1023.80	10.00	null	BKN	OVC	null	null	4100.00	5000.00	null	null	-RA	null	null	null	null	null	null	37.90	KJRB 080756Z AUTO 00000KT 10SM -RA BKN041 OVC050 03/M02 A3023 RMK AO2 UPB38E45RAB45 SLP238 P0000 T00331017	null
